index,smiles,canonical_smiles,fold
6176,CC12CC1CCC(=O)C2,CC12CC(=O)CCC1C2,3
6177,O=CC1N2CC2C11CO1,O=CC1N2CC2C12CO2,1
6178,Cn1c(=O)ncc(n1)F,Cn1nc(F)cnc1=O,2
6179,O=CC12C3NC(C13)C2=O,O=CC12C(=O)C3NC1C32,1
6180,c1nc(=O)nc(o1)CO,O=c1ncoc(CO)n1,0
6181,CC1C2C(CC12C)C=O,CC1C2C(C=O)CC12C,4
6182,CC1C(CO)C2CCC12,CC1C(CO)C2CCC12,4
6183,CC#CC1(O)CC1O,CC#CC1(O)CC1O,3
6184,CC1(C)CC2CC2C1,CC1(C)CC2CC2C1,1
6185,C1C=C2CN=C3NC1C23,C1=C2CN=C3NC(C1)C23,2
6186,CC1OC1CCNC=O,CC1OC1CCNC=O,4
6187,NC1=CC(=N)NC(=O)O1,N=c1cc(N)oc(=O)[nH]1,1
6188,Cc1[nH]c2c[nH]nc2n1,Cc1nc2n[nH]cc2[nH]1,3
6189,CCC1(CN=CO1)C#N,CCC1(C#N)CN=CO1,4
6190,OC1CC2C(O)C(=O)C12,O=C1C(O)C2CC(O)C12,1
6191,COCC1(CC1C)C#N,COCC1(C#N)CC1C,1
6192,C1OC23COC(C=C2)C13,C1=CC23COC1C2CO3,1
6193,N#CC1CN2C=NC=C12,N#CC1Cn2cncc21,1
6194,CC1C2C1C1OC2C1O,CC1C2C3OC(C3O)C12,4
6195,O=CCN1CC2CCC12,O=CCN1CC2CCC21,2
6196,CCCC1C2CCC12C,CCCC1C2CCC12C,4
6197,CC12C3N=CN(C13)C2=N,CC12C(=N)N3C=NC1C32,4
6198,CNc1c(cccn1)O,CNc1ncccc1O,2
6199,OC1CN2N=CC=C2C1,OC1Cc2ccnn2C1,1
6200,CC(C)OC(=O)COC,COCC(=O)OC(C)C,0
6201,C1C2OC2C2=C1N=CN2,c1nc2c([nH]1)C1OC1C2,4
6202,CCC12C(C)N3C1CC23,CCC12C(C)N3C1CC32,4
6203,CCC(C)CC(C)(C)C,CCC(C)CC(C)(C)C,1
6204,O=COC12CC1OCC2,O=COC12CCOC1C2,0
6205,CC12C3CN1CC3C2=O,CC12C(=O)C3CN1CC32,2
6206,Cn1c(cnc1CO)N,Cn1c(N)cnc1CO,0
6207,O=C1NC2C3C=CC2C13,O=C1NC2C3C=CC2C13,4
6208,COc1c(onn1)C=O,COc1nnoc1C=O,3
6209,CC(=O)C(C)(CO)C=O,CC(=O)C(C)(C=O)CO,1
6210,CN(C=N)C(=O)OC,COC(=O)N(C)C=N,0
6211,NC1(COCC=C1)C#N,N#CC1(N)C=CCOC1,1
6212,OC12CC1OC(=O)OC2,O=C1OCC2(O)CC2O1,1
6213,CCOC(=N)C1CC1O,CCOC(=N)C1CC1O,2
6214,CC1CCCC(=O)C1,CC1CCCC(=O)C1,1
6215,C1C2OC22C=CC3C1C23,C1=CC23OC2CC2C1C23,4
6216,CC1(C)OCOC1CO,CC1(C)OCOC1CO,0
6217,OC1C(CC1=O)C#N,N#CC1CC(=O)C1O,4
6218,COCC1NC(=N)C1O,COCC1NC(=N)C1O,0
6219,CC12CC1(C)C(N2)C#N,CC12CC1(C)C(C#N)N2,3
6220,CCC1COC(C)C1C,CCC1COC(C)C1C,4
6221,CC#CC1CCC11CO1,CC#CC1CCC12CO2,4
6222,C1CC1OCC(=O)CO,O=C(CO)COC1CC1,0
6223,CCC1(C)C2CCC1O2,CCC1(C)C2CCC1O2,3
6224,OCC12CC1(O)C(=O)O2,O=C1OC2(CO)CC12O,0
6225,CC1(C)C2C3CC1C23O,CC1(C)C2CC3C1C32O,3
6226,CCN1C(=N)COC1=N,CCN1C(=N)COC1=N,1
6227,C1CC2C=CCC=CC12,C1=CC2CCC2C=CC1,2
6228,O=CC1(CC#N)CO1,N#CCC1(C=O)CO1,1
6229,CN(C)c1[nH]nc(n1)O,CN(C)c1nc(O)n[nH]1,3
6230,CCC(CC(C)C)OC,CCC(CC(C)C)OC,0
6231,CC12OCOC1CC2=O,CC12OCOC1CC2=O,4
6232,CC1COC2C3CC12C3,CC1COC2C3CC12C3,4
6233,CCC12OC3(C)C1CC23,CCC12OC3(C)C1CC32,0
6234,COCC1=CCCCC1,COCC1=CCCCC1,1
6235,OC(C#C)C1NC1C#C,C#CC(O)C1NC1C#C,4
6236,CCc1cc(no1)C#N,CCc1cc(C#N)no1,3
6237,O=C1CC23OCC2OC13,O=C1CC23OCC2OC13,3
6238,COC1=CC(=N)NC=N1,COc1cc(=N)[nH]cn1,3
6239,CC1C2C3C(C)C2(C)N13,CC1C2C3C(C)C2(C)N13,3
6240,C1OCC23NC12C1OC31,C1OCC23NC12C1OC13,4
6241,C1C2C1C1C3C4C(C23)N14,C1C2C1C1C3C2C2C3N12,2
6242,COC1=C(C[NH3+])N=N[N-]1,COc1[n-]nnc1C[NH3+],4
6243,C1OC11CC2CC1O2,C1C2CC3(CO3)C1O2,4
6244,CC1C2CC3COC3C12,CC1C2CC3COC3C12,1
6245,C1CNCc2c1non2,C1Cc2nonc2CN1,4
6246,c1c(=O)c(con1)C#N,N#Cc1concc1=O,3
6247,CCN(C=O)C(=N)CO,CCN(C=O)C(=N)CO,1
6248,C1NC11C2OC1C1OC21,C1NC12C1OC2C2OC21,1
6249,C1C2OC1C21CC=CC1,C1=CCC2(C1)C1CC2O1,1
6250,COC=NCC1CN1,COC=NCC1CN1,3
6251,CC1CC(C)C(CO)C1,CC1CC(C)C(CO)C1,1
6252,C#CCCC12CC(C1)O2,C#CCCC12CC(C1)O2,0
6253,COC1C(C)C11CCO1,COC1C(C)C12CCO2,3
6254,CC1C=CC2COC12C,CC1C=CC2COC12C,2
6255,CCC1N(C)C1(C)C,CCC1N(C)C1(C)C,2
6256,CCNc1cnn[nH]1,CCNc1cnn[nH]1,2
6257,CCC#CC1COC1C,CCC#CC1COC1C,3
6258,C1C(CC12CC(=O)C2)O,O=C1CC2(C1)CC(O)C2,4
6259,COc1c(cc([nH]1)O)N,COc1[nH]c(O)cc1N,2
6260,CCNC1=NOC(=N)O1,CCNc1noc(=N)o1,4
6261,OC1C=CC2OC=NC12,OC1C=CC2OC=NC12,2
6262,c1conc1NC(=O)N,NC(=O)Nc1ccon1,1
6263,C1C2CCC3OCC3C12,C1CC2OCC2C2CC12,1
6264,CC12OC1CC2CCO,CC12OC1CC2CCO,1
6265,OC1C2C1C1=CCOC21,OC1C2C3=CCOC3C12,0
6266,O=CC12CCC1C(=O)N2,O=CC12CCC1C(=O)N2,1
6267,CC#CCC(=O)CC#N,CC#CCC(=O)CC#N,3
6268,CC12CC1NC2(C)C#N,CC1(C#N)NC2CC21C,2
6269,CC1C2COC(=N)C1O2,CC1C2COC(=N)C1O2,3
6270,N#CCN1C2CC1C=C2,N#CCN1C2C=CC1C2,3
6271,O=CC12CC1OC2C#N,N#CC1OC2CC12C=O,2
6272,O=C1OC2CCCC12,O=C1OC2CCCC12,0
6273,OC(CC1CC1)C1CO1,OC(CC1CC1)C1CO1,3
6274,c1c(nn[nH]1)OC(=O)N,NC(=O)Oc1c[nH]nn1,0
6275,CC1=CC2OC2CC=C1,CC1=CC2OC2CC=C1,1
6276,CC1OC1CC(C)=O,CC(=O)CC1OC1C,0
6277,COC1CC1CN1CC1,COC1CC1CN1CC1,1
6278,CC1CC2CC(C2)O1,CC1CC2CC(C2)O1,4
6279,CC1(CC(O)C=C1)C=O,CC1(C=O)C=CC(O)C1,4
6280,CC(COC=N)C#C,C#CC(C)COC=N,3
6281,OC1CC2OC(=O)OC12,O=C1OC2CC(O)C2O1,3
6282,CC1C(C#C)N1CCO,C#CC1C(C)N1CCO,3
6283,CC12CC(CO1)N1CC21,CC12CC(CO1)N1CC12,3
6284,CC(C)CCC(=O)C,CC(=O)CCC(C)C,1
6285,CC(O)(C=O)C1(O)CC1,CC(O)(C=O)C1(O)CC1,3
6286,COC(C)CCOC=O,COC(C)CCOC=O,4
6287,OCC1C2CCCCC12,OCC1C2CCCCC12,2
6288,CCN(CC)C(=O)C#N,CCN(CC)C(=O)C#N,1
6289,CC12OC1C(C=O)C2O,CC12OC1C(C=O)C2O,3
6290,O=CC12NC(C=C1)C2=O,O=CC12C=CC(N1)C2=O,0
6291,N=CN1C(CC1=N)C#C,C#CC1CC(=N)N1C=N,3
6292,NC12C(OC1=N)C2C#N,N#CC1C2OC(=N)C12N,3
6293,Cc1cn[nH]c1CC#C,C#CCc1[nH]ncc1C,2
6294,COC12CCC1CC2,COC12CCC1CC2,0
6295,C1CN1c2nc([nH]n2)O,Oc1nc(N2CC2)n[nH]1,4
6296,CC1CC2=C(N)C=NN12,CC1Cc2c(N)cnn21,1
6297,CC1CC2(CCC2)O1,CC1CC2(CCC2)O1,2
6298,c1ccc(cc1)N(=O)=O,O=[N+]([O-])c1ccccc1,3
6299,CNc1c(nn[nH]1)CO,CNc1[nH]nnc1CO,3
6300,CC12C3CC1(O)CCN23,CC12C3CC1(O)CCN32,3
6301,C1CC2(OC12)C1COC1,C1OCC1C12CCC1O2,2
6302,CCOC1=NCCOC1,CCOC1=NCCOC1,1
6303,CCCC1COC(=O)O1,CCCC1COC(=O)O1,2
6304,CN1CC2C(C#N)C12C,CN1CC2C(C#N)C21C,3
6305,O=C1CNC2CC12C#N,N#CC12CC1NCC2=O,1
6306,CC1CN(C1)CC=O,CC1CN(CC=O)C1,0
6307,C#CC1(CN=CO1)C#N,C#CC1(C#N)CN=CO1,1
6308,CC1(C#N)C2CC=CC12,CC1(C#N)C2C=CCC21,1
6309,NC1=CN=C(N1)OC=N,N=COc1ncc(N)[nH]1,4
6310,c1c(c(no1)CO)N,Nc1conc1CO,3
6311,CC1(CCO1)C#CC#N,CC1(C#CC#N)CCO1,4
6312,C1C(CN1C=O)C#N,N#CC1CN(C=O)C1,4
6313,CCOC(=O)C(=O)OC,CCOC(=O)C(=O)OC,4
6314,C1C(=CC(=O)CN1)C=O,O=CC1=CC(=O)CNC1,2
6315,CCC12CC3OC1C23O,CCC12CC3OC1C32O,1
6316,CCN1CC1CCO,CCN1CC1CCO,4
6317,CCC1(CO1)C1CC1C,CCC1(C2CC2C)CO1,4
6318,OC1C2CC1(C)C21CC1,CC12CC(C1O)C21CC1,2
6319,c1c(c([nH]n1)N)O,Nc1[nH]ncc1O,4
6320,CC(C)C(C)C1CCO1,CC(C)C(C)C1CCO1,3
6321,CC1C(O)CC11CCO1,CC1C(O)CC12CCO2,0
6322,O=C(C#N)C1CCO1,N#CC(=O)C1CCO1,1
6323,Cc1cc(n(n1)C)N,Cc1cc(N)n(C)n1,3
6324,OC1CC2(O)C1OC2=N,N=C1OC2C(O)CC12O,0
6325,CC(O)(CO)COC=O,CC(O)(CO)COC=O,0
6326,OCC1=CC2CC2OC1,OCC1=CC2CC2OC1,2
6327,CCCOC(=O)C(=N)N,CCCOC(=O)C(=N)N,2
6328,CC12C(O)C1CC2(C)C,CC1(C)CC2C(O)C21C,1
6329,C#CC12OC1C1OCC21,C#CC12OC1C1OCC12,3
6330,CCC(=O)OCC(=O)N,CCC(=O)OCC(N)=O,1
6331,CN=c1cnoc(=O)[nH]1,CN=c1cnoc(=O)[nH]1,4
6332,OC(C#N)C#CC=O,N#CC(O)C#CC=O,1
6333,CC(C)C1C(C)CC1=O,CC(C)C1C(=O)CC1C,1
6334,CC12OC3CC1C2C=C3,CC12OC3C=CC1C2C3,4
6335,O=C1CC(C#N)N2CC12,N#CC1CC(=O)C2CN12,0
6336,COC12CCC1C(=O)C2,COC12CCC1C(=O)C2,0
6337,CC1C2CC1(C#N)C2=O,CC1C2CC1(C#N)C2=O,4
6338,OCC1(COC1)C1CO1,OCC1(C2CO2)COC1,3
6339,CC(=O)C(O)C1CC1,CC(=O)C(O)C1CC1,3
6340,[NH3+]CC1=C([O-])OC(=O)O1,[NH3+]Cc1oc(=O)oc1[O-],0
6341,CCC1C2OCC2C1=O,CCC1C(=O)C2COC12,1
6342,CN=C1CNC(C)CO1,CN=C1CNC(C)CO1,4
6343,CC12CC(C3CC3)C1O2,CC12CC(C3CC3)C1O2,0
6344,CC1NC1(C)C#CC=O,CC1NC1(C)C#CC=O,1
6345,C#CCC(=O)C#CCO,C#CCC(=O)C#CCO,3
6346,O=CC12CC3C1C=CC23,O=CC12CC3C1C=CC32,0
6347,O=CNCC1CN2CC12,O=CNCC1CN2CC12,1
6348,CC(CC#C)C(=O)C#N,C#CCC(C)C(=O)C#N,3
6349,CC(CC=O)(C#C)C#N,C#CC(C)(C#N)CC=O,1
6350,O=C1CC2C1N2CC#N,N#CCN1C2CC(=O)C21,1
6351,C#CC1C2CC=CC12,C#CC1C2C=CCC12,3
6352,CC(=O)NC(=N)CCO,CC(=O)NC(=N)CCO,4
6353,C1C(=O)CNC12COC2,O=C1CNC2(COC2)C1,2
6354,CC1C=CC2C(O)CN12,CC1C=CC2C(O)CN12,0
6355,CC1(CC=CC1)C(N)=O,CC1(C(N)=O)CC=CC1,3
6356,NC(=O)N1C2C3CC1C23,NC(=O)N1C2CC3C2C31,4
6357,COC1C2CC=CC12C,COC1C2CC=CC21C,3
6358,OC1C(O)C1(O)C#N,N#CC1(O)C(O)C1O,2
6359,C1CN2C3C4C3C2C4O1,C1CN2C3C(O1)C1C3C12,4
6360,OC1(CC1)C1COC=N1,OC1(C2COC=N2)CC1,1
6361,O=C1CC2OC1C1OC21,O=C1CC2OC1C1OC21,2
6362,C1CC(=NO)CC(=O)C1,O=C1CCCC(=NO)C1,4
6363,C1CN1C(=O)NC=O,O=CNC(=O)N1CC1,1
6364,CN1C=NC(=N)C(N)=C1,Cn1cnc(=N)c(N)c1,3
6365,CC1C2OCC1(C)C=C2,CC1C2C=CC1(C)CO2,1
6366,CC1OCCC2NC12,CC1OCCC2NC21,4
6367,C1CN1C2(COC2)CO,OCC1(N2CC2)COC1,0
6368,CC12CC1(C)C1CC1O2,CC12CC1(C)C1CC1O2,0
6369,C(=O)Nc1nc([nH]n1)N,Nc1nc(NC=O)n[nH]1,3
6370,CCOC(=O)NC,CCOC(=O)NC,4
6371,CCC#CC1OC1C=O,CCC#CC1OC1C=O,1
6372,ON=C1CC2C1N2C=O,O=CN1C2CC(=NO)C21,1
6373,OCC1C2CC3(CN3)C12,OCC1C2CC3(CN3)C12,1
6374,COCC1C2C3CC2C13,COCC1C2C3CC2C13,4
6375,CC(O)C#CC1NC1C,CC(O)C#CC1NC1C,1
6376,C#CC1C2CC3CC2N13,C#CC1C2CC3CC2N31,1
6377,CC1CC2NC(=O)C2C1,CC1CC2NC(=O)C2C1,4
6378,CC(O)C1=NOC=C1C,Cc1conc1C(C)O,3
6379,CCC1OC=NC11CC1,CCC1OC=NC12CC2,2
6380,CCCOCCC,CCCOCCC,4
6381,CC(=O)c1c(nco1)N,CC(=O)c1ocnc1N,0
6382,Cc1cnc(c(n1)N)O,Cc1cnc(O)c(N)n1,3
6383,OC1(CC1N1CC1)C#N,N#CC1(O)CC1N1CC1,3
6384,CC1=COC(=N)N=C1O,Cc1coc(=N)nc1O,1
6385,CN1CCC(C)(O)C1=O,CN1CCC(C)(O)C1=O,0
6386,CC(O)(CC#C)C#N,C#CCC(C)(O)C#N,0
6387,CCC#CC(=O)C(=O)N,CCC#CC(=O)C(N)=O,3
6388,CC#CC1(CC#N)CO1,CC#CC1(CC#N)CO1,4
6389,COCCCC#CCO,COCCCC#CCO,3
6390,Cc1cccn1CCO,Cc1cccn1CCO,2
6391,CC1=CCCC(CO)C1,CC1=CCCC(CO)C1,3
6392,CCC(O)(C#N)C1CC1,CCC(O)(C#N)C1CC1,1
6393,COC1C2CC2(O)C1=O,COC1C(=O)C2(O)CC12,1
6394,OC1C(O)C1(O)C#C,C#CC1(O)C(O)C1O,3
6395,CC(=O)c1cn[nH]c1N,CC(=O)c1cn[nH]c1N,1
6396,O=C1NCCC(N1)C#C,C#CC1CCNC(=O)N1,4
6397,NC1=C(OC(=N)N1)C#N,N#Cc1oc(=N)[nH]c1N,4
6398,Cc1ccc(n1C=O)C,Cc1ccc(C)n1C=O,3
6399,c1c(c(n[nH]1)OC=O)O,O=COc1n[nH]cc1O,1
6400,[NH3+]CCC#CCC([O-])=O,[NH3+]CCC#CCC(=O)[O-],1
6401,OC1C2CC(O)CC1O2,OC1CC2OC(C1)C2O,2
6402,CC12CC1CC21CC1O,CC12CC1CC21CC1O,4
6403,c1cc([nH]c1N)N,Nc1ccc(N)[nH]1,1
6404,CC12CC(C1)C(=O)CC2,CC12CCC(=O)C(C1)C2,2
6405,NC(=O)CC1OCC1O,NC(=O)CC1OCC1O,4
6406,NC1=NNC(=N)N=C1F,N=c1nc(F)c(N)n[nH]1,1
6407,CCC12NC1(C)CC2=O,CCC12NC1(C)CC2=O,0
6408,C1CC2(CO1)COC=N2,C1=NC2(CCOC2)CO1,1
6409,CN1N=CC([O-])=C1C[NH3+],Cn1ncc([O-])c1C[NH3+],1
6410,CCC1(O)C(O)C1C=O,CCC1(O)C(O)C1C=O,2
6411,CC(=N)Nc1conn1,CC(=N)Nc1conn1,2
6412,CC1CC(O)(CC#C)C1,C#CCC1(O)CC(C)C1,4
6413,CC(CN)(OC=N)C#N,CC(C#N)(CN)OC=N,4
6414,OC12CC(C1)OC(=N)C2,N=C1CC2(O)CC(C2)O1,2
6415,COc1[nH]c(cn1)N,COc1ncc(N)[nH]1,0
6416,CC12OC1C1OC21C,CC12OC1C1OC12C,2
6417,N=C1C=COC(=N1)C#N,N#Cc1nc(=N)cco1,0
6418,C#CC1C2OC3(CC3)C12,C#CC1C2OC3(CC3)C12,4
6419,CC(O)C1C2C3CC1C23,CC(O)C1C2CC3C2C31,0
6420,CC1(CN=CO1)C,CC1(C)CN=CO1,1
6421,OC1C2CC1C1OC1C2,OC1C2CC3OC3C1C2,2
6422,CCCCOC(=O)CN,CCCCOC(=O)CN,4
6423,CC(=O)CC1CCC1,CC(=O)CC1CCC1,0
6424,NC(=N)C(=O)OC=N,N=COC(=O)C(=N)N,0
6425,CC(CCO)C(C)(C)C,CC(CCO)C(C)(C)C,3
6426,COC1(C)CCC1C,COC1(C)CCC1C,1
6427,CC1OCC(=C1)C(N)=O,CC1C=C(C(N)=O)CO1,4
6428,OC1CCC2CC3C1N23,OC1CCC2CC3C1N23,2
6429,CC1CCOC1=N,CC1CCOC1=N,0
6430,[NH3+]CC1=NOC=C1[O-],[NH3+]Cc1nocc1[O-],0
6431,O=C1NC23CC(C2)CC13,O=C1NC23CC(CC12)C3,0
6432,OC12CNC1COC2=N,N=C1OCC2NCC12O,0
6433,O=C1OCC11C2COC12,O=C1OCC12C1COC12,1
6434,CC12CC(C#N)C1(C)N2,CC12CC(C#N)C1(C)N2,0
6435,C#CCOC1C2CC1O2,C#CCOC1C2CC1O2,2
6436,C#CC1(CCC1)OC=O,C#CC1(OC=O)CCC1,0
6437,COCC(O)C1CCO1,COCC(O)C1CCO1,1
6438,c1c(nc(o1)C#N)N,N#Cc1nc(N)co1,1
6439,O=CN1CC2(CO2)C=C1,O=CN1C=CC2(CO2)C1,3
6440,CN(C=O)c1ccc[nH]1,CN(C=O)c1ccc[nH]1,4
6441,CC1(C)C2OC1C2O,CC1(C)C2OC1C2O,1
6442,c1c([nH]cn1)NCC#N,N#CCNc1cnc[nH]1,2
6443,C1CC(C1)(C#N)N,N#CC1(N)CCC1,1
6444,OCC1C2CCN12,OCC1C2CCN12,4
6445,CC12COC3C4C3N1C24,CC12COC3C4C3N1C42,0
6446,OC12CC(C1)C1OC21,OC12CC(C1)C1OC12,3
6447,C1C=CNC1=O,O=C1CC=CN1,4
6448,CCOC(CC)CO,CCOC(CC)CO,1
6449,COc1c([nH]c(n1)N)N,COc1nc(N)[nH]c1N,4
6450,CC1(C(=O)C=CCO1)C,CC1(C)OCC=CC1=O,2
6451,CCC12COC1C(C)C2,CCC12COC1C(C)C2,4
6452,CC1C(=O)C2N(C)C12C,CC1C(=O)C2N(C)C12C,3
6453,C#CC1C2OC1C2C#N,C#CC1C2OC1C2C#N,2
6454,OC12CN(C1)C2C=O,O=CC1N2CC1(O)C2,0
6455,CCN=C1NC(C)C1O,CCN=C1NC(C)C1O,3
6456,CC12COC1COC2=O,CC12COC1COC2=O,1
6457,c1(c(n[nH]c(=O)n1)N)N,Nc1n[nH]c(=O)nc1N,1
6458,CN(C)c1cc([nH]n1)N,CN(C)c1cc(N)[nH]n1,4
6459,OC12COC1CNC2=O,O=C1NCC2OCC12O,0
6460,OC1C2(O)CNC12C#N,N#CC12NCC1(O)C2O,0
6461,CC12CC1OC2C1CO1,CC12CC1OC2C1CO1,2
6462,CCOC12CC(C1)C=C2,CCOC12C=CC(C1)C2,3
6463,CC1=NC2CCC2O1,CC1=NC2CCC2O1,4
6464,CC12OC(C1O)C2=NO,CC12OC(C1=NO)C2O,0
6465,Cc1ccnc(c1N)F,Cc1ccnc(F)c1N,4
6466,CC12CC3OC3C1C2O,CC12CC3OC3C1C2O,1
6467,COC1COCOC1=N,COC1COCOC1=N,2
6468,c1c(c(c(=O)on1)O)N,Nc1cnoc(=O)c1O,4
6469,OC1CC(OC=N)C=C1,N=COC1C=CC(O)C1,2
6470,ON=C1CCC2COC12,ON=C1CCC2COC12,1
6471,CC1=CCOC(=N)C1=O,CC1=CCOC(=N)C1=O,2
6472,CCCC(O)C1(C)CN1,CCCC(O)C1(C)CN1,1
6473,CCOC1CCC1C#N,CCOC1CCC1C#N,3
6474,CC1OC(C)(C#N)C1O,CC1OC(C)(C#N)C1O,3
6475,CN=C1OC2CNC2=C1,CN=C1C=C2NCC2O1,4
6476,CC1NC11COC(C)C1,CC1CC2(CO1)NC2C,1
6477,c1c(c(nc(=O)[nH]1)N)F,Nc1nc(=O)[nH]cc1F,1
6478,CC(OC=O)C1(C)CC1,CC(OC=O)C1(C)CC1,3
6479,CC1OCC2(CO2)C1=O,CC1OCC2(CO2)C1=O,0
6480,C1CC11OC2C3OC3C12,C1CC12OC1C3OC3C12,0
6481,CC#CC1C2CCC1O2,CC#CC1C2CCC1O2,0
6482,C[NH+]1C2CC1C2C([O-])=O,C[NH+]1C2CC1C2C(=O)[O-],1
6483,CC(O)(C#N)C1CCO1,CC(O)(C#N)C1CCO1,1
6484,C1C=CC2C=CCOC12,C1=CC2C=CCC2OC1,4
6485,CC1C(O)C1C(F)(F)F,CC1C(O)C1C(F)(F)F,4
6486,c1c2c(c([nH]1)N)nn[nH]2,Nc1[nH]cc2[nH]nnc12,1
6487,C1C=C(CO1)NC=O,O=CNC1=CCOC1,3
6488,C1CC(C1)COCC#N,N#CCOCC1CCC1,0
6489,CCC1OCC1C#CC,CC#CC1COC1CC,1
6490,C1CC1C1C2CC1C=C2,C1=CC2CC1C2C1CC1,2
6491,CCN=C1OC2C(C)C12,CCN=C1OC2C(C)C12,4
6492,NC(=O)CC(O)CCO,NC(=O)CC(O)CCO,0
6493,OCC1CC(=N)OCO1,N=C1CC(CO)OCO1,1
6494,Cn1cc[nH]c(=O)c1=O,Cn1cc[nH]c(=O)c1=O,4
6495,O=C1CNCCC11CO1,O=C1CNCCC12CO2,2
6496,O=CCC1C=CC2CC12,O=CCC1C=CC2CC12,3
6497,CC1OC(C=O)C(=N)O1,CC1OC(=N)C(C=O)O1,2
6498,COC1OC2CN3C2C13,COC1OC2CN3C2C13,2
6499,N=C(NCC1CN1)C#N,N#CC(=N)NCC1CN1,0
6500,CC1(CO)CCC2CN12,CC1(CO)CCC2CN21,1
6501,C#Cc1c(onn1)C#C,C#Cc1nnoc1C#C,0
6502,O=CC1C2CN1C2C=O,O=CC1C2CN1C2C=O,4
6503,CC1OC11C2CCC1O2,CC1OC12C1CCC2O1,1
6504,CN=C1NC2(CC2)C1O,CN=C1NC2(CC2)C1O,3
6505,CC1CCC1OCC#C,C#CCOC1CCC1C,1
6506,CN=C1OCC1C1CO1,CN=C1OCC1C1CO1,4
6507,c1cnc(cn1)C=O,O=Cc1cnccn1,3
6508,CC1(O)CN2CCN=C12,CC1(O)CN2CCN=C21,2
6509,C(C#N)OC(=O)C#N,N#CCOC(=O)C#N,0
6510,C#CC12CC(C1)O2,C#CC12CC(C1)O2,3
6511,O=C1CC2(CC2)C1C#C,C#CC1C(=O)CC12CC2,2
6512,C1OC1C1OCC2NC12,C1OC(C2CO2)C2NC12,0
6513,CC1=C(N)C(=N)N=NO1,Cc1onnc(=N)c1N,4
6514,C#Cc1cc(no1)CO,C#Cc1cc(CO)no1,0
6515,COC(=O)CNCCO,COC(=O)CNCCO,1
6516,CC(C)(C(=O)CC#N)O,CC(C)(O)C(=O)CC#N,3
6517,O=C1OC2CCN=C2O1,O=C1OC2=NCCC2O1,4
6518,CC1=CCOC(=O)N1,CC1=CCOC(=O)N1,2
6519,CCc1c(c([nH]n1)N)O,CCc1n[nH]c(N)c1O,1
6520,CCCC1COC=NC1,CCCC1CN=COC1,0
6521,N=C1OCC(O1)C#C,C#CC1COC(=N)O1,4
6522,OCC(O)CC#CC#C,C#CC#CCC(O)CO,3
6523,N=C1C=NN2CCC2=N1,N=c1cnn2c(n1)CC2,4
6524,NC(CC#N)C#C,C#CC(N)CC#N,2
6525,OCC1C2CC3OC2C13,OCC1C2CC3OC2C31,2
6526,N=C1OC=C(C=O)N=C1,N=c1cnc(C=O)co1,4
6527,CC(C)(CO)C(=O)N,CC(C)(CO)C(N)=O,3
6528,OC12C=CC(C=C1)C2=O,O=C1C2C=CC1(O)C=C2,4
6529,O=C1OC2C3CCC2C13,O=C1OC2C3CCC2C13,1
6530,OC(C#C)C1C2CCC12,C#CC(O)C1C2CCC21,2
6531,N=C1ON=NC=CC1=O,N=c1onnccc1=O,0
6532,CC1OCOC1C,CC1OCOC1C,2
6533,C1CC1COCCCO,OCCCOCC1CC1,3
6534,Cc1cc([nH]n1)C(C)C,Cc1cc(C(C)C)[nH]n1,4
6535,CCC1CN2N=NC=C12,CCC1Cn2nncc21,4
6536,OCC1CC2OC1C2=O,O=C1C2CC(CO)C1O2,0
6537,CC(C#N)C(C)(C)O,CC(C#N)C(C)(C)O,4
6538,CCc1[nH]c(=O)[nH]n1,CCc1n[nH]c(=O)[nH]1,1
6539,C#CC1(CC1)CCC=O,C#CC1(CCC=O)CC1,2
6540,c1[nH]c2c(n1)[nH]nc2O,Oc1n[nH]c2nc[nH]c12,4
6541,CC1OCC1C1COC1,CC1OCC1C1COC1,2
6542,CCOC(CO)CO,CCOC(CO)CO,1
6543,CC1C(N2CC2)C1(C)O,CC1C(N2CC2)C1(C)O,3
6544,OCC12CCC(CC1)O2,OCC12CCC(CC1)O2,1
6545,OC1CC(C1)N1CC1,OC1CC(N2CC2)C1,3
6546,C#CC12C3CCC1CN23,C#CC12C3CCC1N2C3,2
6547,OC1(C#N)C2OCOC12,N#CC1(O)C2OCOC21,1
6548,c1[nH]c(c(n1)C=O)C=O,O=Cc1nc[nH]c1C=O,2
6549,COC1CN(C)C1C#C,C#CC1C(OC)CN1C,2
6550,C1CC23CC(CO2)OC13,C1OC23CCC2OC1C3,2
6551,OC1=NC=C(F)C(=N)N1,N=c1[nH]c(O)ncc1F,3
6552,OCC1CC1(C#N)C#N,N#CC1(C#N)CC1CO,1
6553,N=C(C#N)N1C2CCC12,N#CC(=N)N1C2CCC21,4
6554,C1C2OC1C21C2CN1C2,C1C2OC1C21C2CN1C2,1
6555,CC(=O)C(=O)C(O)C#C,C#CC(O)C(=O)C(C)=O,4
6556,CC(C(O)CO)C1CC1,CC(C(O)CO)C1CC1,0
6557,Cc1c(c[nH]n1)O,Cc1n[nH]cc1O,4
6558,C1CC23OC4CC12OC34,C1CC23OC4CC12OC43,0
6559,CN1CCN=C1C(N)=O,CN1CCN=C1C(N)=O,2
6560,CC(C1COC1)C(N)=O,CC(C(N)=O)C1COC1,1
